"Food ID"	"Name"	"Optional Name"	"Description"	"Scientific Name"	"Derivation"	"Nitrogen Factor"	"Fat Factor"	"Specific Gravity"	"Sampling details"	"Inedible Portion"	"Edible Portion"	"Group"	"Sub Group"	"Sort Order"
"06D10444"	"Banana, lady finger or sugar, peeled, raw"	"Sugar banana"	"Lady Finger banana, also known as sugar banana, Australian grown, ripe."	"Musa acuminata x Musa balbisiana"	"Analysed"	"6.25"	"0.800"	"0.000"	"Proximates (including additional sugars), vitamins and minerals were derived from samples purchased from retail outlets in Sydney in 1984 (Wills et al). Additional sugars were derived from samples purchased from retail outlets in Sydney every 2 months for 1 year (1983-1984). I, Se, Cr, Ni and Mo were derived from 6 samples purchased in ACT, Vic and SA in December 2004 (22nd ATDS). Cholesterol was imputed."	"33% (skin)"	"67% (flesh)"	"Fruit"	""	"795"
"06A10093"	"Blackberry, raw"	""	"Round fruit characterised by a collection of tiny, shiny, black drupelets around a central white core."	"Rubus fruticosus"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients including proximates, vitamins and minerals were derived from a composite sample of eight punnets of fresh blackberries from two growers in SA and TAS purchased in Adelaide in March 1995 (AGAL 1995). Folate was borrowed from UK tables. Fatty acids, retinol and cholesterol were imputed based on international literature. Note: lactic acid content is higher than would be expected - data should be interpreted with care."	"nil"	"100%"	"Fruit"	""	"796"
"06A10099"	"Blackberry, purchased frozen"	""	"Round fruit characterised by a collection of tiny, shiny black drupelets around a central white core. Frozen prior to sale."	"Rubus fruticosus"	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100%"	"Fruit"	""	"797"
"06A10091"	"Blueberry, raw"	""	"Small, deep blue berry with whitish waxy bloom."	"Vaccinium spp."	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients including proximates, vitamins and minerals were derived from a composite sample of 4 purchases of two punnets of fresh blueberries purchased in Adelaide in March 1995 and analysed by AGAL SA (AGAL 1995). Folate was borrowed from USDA 18, record 09050. Fatty acids, retinol and cholesterol were imputed based on international literature."	"nil"	"100%"	"Fruit"	""	"798"
"06A10098"	"Blueberry, purchased frozen"	""	"Small, deep blue berry with whitish waxy bloom. Frozen prior to sale."	"Vaccinium spp."	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100%"	"Fruit"	""	"799"
"06A10096"	"Blueberry, canned in syrup"	""	"Small, deep blue berry with whitish waxy bloom canned in sugar syrup."	"Vaccinium spp."	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (blueberries 46%, syrup 54%)"	"Fruit"	""	"800"
"06A10089"	"Blueberry, canned in syrup, drained"	""	"Small, deep blue berry with whitish waxy bloom canned in sugar syrup, then drained."	"Vaccinium spp."	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples purchased in western suburbs of Adelaide in June 1988. Fe was imputed based on value for canned raspberry. Fatty acids, retinol and cholesterol were imputed based on international literature."	"nil"	"100% (drained blueberries)"	"Fruit"	""	"801"
"06A20012"	"Blueberry, canned in syrup, syrup only"	""	"Syrup made from water and sugar, used in canned blueberries."	""	"Analysed"	"6.25"	"0.800"	"1.041"	"The majority of nutrients were derived from samples purchased in western suburbs of Adelaide in June 1988. Fe was imputed based on value for canned raspberry. Fatty acids, retinol and cholesterol were imputed based on international literature."	"nil"	"100% (syrup only)"	"Fruit"	""	"802"
"06C10169"	"Cherry, raw"	""	"Small, deep reddish-purple stone fruit."	"Prunus avium"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from 5 samples of three varieties of cherries (50% Eagle, 25% Lambert, 25% Rons) purchased in the summer season of 1981/82 from various outlets in Sydney (Wills et al 1983). Folate was borrowed from UK tables. Cholesterol, retinol and fatty acids were imputed based on international literature."	"15% (stone and stalk)"	"85% (flesh, skin)"	"Fruit"	""	"803"
"06C10186"	"Cherry, black, canned in syrup"	""	"Small black  cherries canned in sugar syrup."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (cherries 54%, syrup 46%)"	"Fruit"	""	"804"
"06C10168"	"Cherry, black, canned in syrup, drained"	""	"Small black  cherries canned in sugar syrup, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples of John West, Seakist and Socmin canned cherries originating from Canada and purchased in June 1988 from various outlets in Adelaide (AGAL). Composite prepared from cherries only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained cherries)"	"Fruit"	""	"805"
"06C20029"	"Cherry, black, canned in syrup, syrup only"	""	"Syrup made from water and sugar, used in imported canned black cherries."	""	"Analysed"	"6.25"	"0.800"	"1.041"	"The majority of nutrients were derived from a composite of 6 samples of John West, Seakist and Socmin canned cherries originating from Canada and purchased in June 1988 from various outlets in Adelaide (AGAL). Composite prepared from syrup only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (syrup only)"	"Fruit"	""	"806"
"12B10071"	"Cherry, glace or maraschino"	""	"Cooked pitted cherries repeatedly covered in a sugar syrup and containing the red colour erythrosine. Eaten as a confection or used as a dessert ingredient, decoration or topping, or in cakes."	""	"Borrowed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were borrowed from UK 6th edition, record 935. Iodine and chlorine present in significant quantities but no reliable information on amount. Iodine from erythrosine is present but largely unavailable. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Fruit"	""	"807"
"06A10090"	"Cranberry, dried, sweetened"	"Craisins"	"Dried cranberries (Craisins) imported from USA."	""	"Borrowed"	"6.25"	"0.800"	"0.000"	"Data borrowed from USDA, record 09079. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Fruit"	""	"808"
"06D10425"	"Currant, dried"	""	"Packaged dried grapes, known as currants."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from a composite of 6 samples of packaged dried currants (brands included Anchor, Sunbeam and Angas Park) purchased in Adelaide in June 1988 from Coles and Cheap Foods (AGAL 1988). Retinol, cholesterol and fatty acids were imputed based on international literature. Note low sum of proximates - data should be used with caution."	"nil"	"100%"	"Fruit"	""	"809"
"06D10422"	"Custard apple, african pride, peeled, raw"	""	"Light green to bluish green skin covered in irregular smooth bumps with white-cream flesh."	"Annona atemoya"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples obtained from the New South Wales Department of Agriculture Tropical Fruits Research Station in Alstonville (Wills et al, 1984). Retinol and cholesterol were imputed based on international literature."	"28% (skin and seeds)"	"72% (flesh)"	"Fruit"	""	"810"
"06C10179"	"Date, dried"	""	"Pitted dates that have been dried."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from a composite sample of 4 purchases in Adelaide in 1990. No further information available."	"nil"	"100%"	"Fruit"	""	"811"
"06D10397"	"Fig, dried"	""	"Small pear shaped fruit with seedy sweet pulp that vary in colour from green to yellow, brown, purple or black. Preserved by drying. Imported into Australia."	"Ficus carica"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients including proximates, vitamins and minerals were derived from a composite sample of 5 brands of dried figs (2x Venus, Dragonas Bros, Larida, Gaganis and Harmony) purchased from 4 stores in Adelaide in 1988 (Processed Fruit & Vegetables, 1990). Retinol, cholesterol and fatty acids were imputed based on international literature. Note that values may vary significantly depending on the level of dehydration (e.g. moisture range from 20-40%)."	"nil"	"100%"	"Fruit"	""	"812"
"06D10396"	"Fig, unpeeled, raw"	""	"Small pear shaped fruit with seedy sweet pulp that vary in colour from green to yellow, brown, purple or black."	"Ficus carica"	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of figs, purchased in season from 5 retail outlets in Sydney during 1983-85 (Wills et al 1984). Retinol, cholesterol and fatty acid values were imputed based on international literature."	"nil"	"100% (flesh, skin and seeds)"	"Fruit"	""	"813"
"06E10086"	"Fruit salad, fresh, commercial"	""	"Salad prepared from chopped fresh fruits (typically melons, pineapple, grapes), as purchased from retail outlets."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100%"	"Fruit"	""	"814"
"06E10084"	"Fruit salad, canned in pear juice"	""	"A variety of fruits that have been canned in pear juice."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (fruit salad 58%, pear juice 42%)"	"Fruit"	""	"815"
"06E10079"	"Fruit salad, canned in pear juice, drained"	""	"A variety of fruits that have been canned in pear juice, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of Goulburn Valley canned fruit salad in pear juice, purchased from retail outlets in Sydney during 1984 (Wills et al, 1988). Composite prepared from fruit only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained fruit salad)"	"Fruit"	""	"816"
"06E10085"	"Fruit salad, canned in pineapple juice"	""	"A variety of fruits that have been canned in pineapple juice."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (fruit salad 67%, pineapple juice 33%)"	"Fruit"	""	"817"
"06E10080"	"Fruit salad, canned in pineapple juice, drained"	""	"A variety of fruits that have been canned in pineapple juice, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of Golden Circle canned fruit salad in pineapple juice, purchased from retail outlets in Sydney during 1984 (Wills et al, 1988). Composite prepared from fruit only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained fruit salad)"	"Fruit"	""	"818"
"06E10083"	"Fruit salad, canned in syrup"	""	"A variety of fruits that have been canned in a light sugar based syrup."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (fruit salad 56%, syrup 44%)"	"Fruit"	""	"819"
"06E10078"	"Fruit salad, canned in syrup, drained"	""	"A variety of fruits that have been canned in a light sugar based syrup, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of SPC and Ardmona canned fruit salad, purchased from retail outlets in Sydney during 1984 (Wills et al, 1988). Composite prepared from fruit only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained fruit salad)"	"Fruit"	""	"820"
"06E10082"	"Fruit salad, canned in heavy syrup"	""	"A variety of fruits that have been canned in a heavy sugar based syrup."	""	"Recipe"	"0.00"	"0.000"	"0.000"	"These nutrient data were derived using a recipe approach. For further information refer to individual ingredients."	"nil"	"100% (drained fruit)"	"Fruit"	""	"821"
"06E10077"	"Fruit salad, canned in heavy syrup, drained"	""	"A variety of fruits that have been canned in a heavy sugar based syrup, then drained."	""	"Analysed"	"6.25"	"0.800"	"0.000"	"The majority of nutrients were derived from samples of Golden Circle tropical blend and tropical cocktail, purchased from retail outlets in Sydney during 1984 (Wills et al, 1988). Composite prepared from fruit only. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (drained fruit)"	"Fruit"	""	"822"
"06E20015"	"Fruit salad, canned in pear juice, juice only"	""	"Pear juice, used in canned fruit salad."	""	"Analysed"	"6.25"	"0.800"	"1.052"	"The majority of nutrients were derived from samples of Goulburn Valley canned fruit salad in pear juice, purchased from retail outlets in Sydney during 1984 (Will's et al, 1988). Composite prepared from juice only. Fibre and fat imputed based on other canned fruits. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (Syrup)"	"Fruit"	""	"823"
"06E20016"	"Fruit salad, canned in pineapple juice, juice only"	""	"Pineapple juice, used in canned fruit salad."	""	"Analysed"	"6.25"	"0.800"	"1.052"	"The majority of nutrients were derived from samples of Golden Circle canned fruit salad in pineapple juice, purchased from retail outlets in Sydney during 1984 (Will's et al, 1988). Composite prepared from juice only. Fibre and fat imputed based on other canned fruits. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (juice)"	"Fruit"	""	"824"
"06E20014"	"Fruit salad, canned in syrup, syrup only"	""	"Light syrup made from water and sugar, used in canned fruit salad."	""	"Analysed"	"6.25"	"0.800"	"1.041"	"The majority of nutrients were derived from samples of SPC and Ardoma canned fruit salad, purchased from retail outlets in Sydney during 1984 (Will's et al, 1988). Composite prepared from syrup only. Fibre and fat imputed based on other canned fruits. Retinol, cholesterol and fatty acids were imputed based on international literature."	"nil"	"100% (syrup)"	"Fruit"	""	"825"
